"teks","label"
"USER Kacrut nih orang.","yes"
"USER USER Jilbab tapi akhlak bagai pecun Cuihhh!!!","yes"
"Sebelum Tentara Saudi Tiba di Suriah, ISIS BANCI LARI ke Libya URL URL","yes"
"RT USER USER USER Dulu ada yg bilang... presiden Suharto Lengser negeri ini akan kacau.. ternyata jokowi yang merusak Indonesia","yes"
"USER Polisi terkutuk...","yes"
"bohong mimpi delusi nyata nya memburuk , hukum carut marut jgn sampe belarut.. bisa indonesia bangkrut USER Turunkan Jokowi","yes"
"USER kamu cacad","yes"
"Usir Cina kembali ke Tiongkok.... URL","yes"
"USER USER USER USER USER USER USER USER USER USER Ketawain aja.orang munafik mah kerjanya bgt.pendukung wan Abud asu semua.        ","yes"
"Negara kayak menipu bocah SD aje.. Dokumennya hilang ... Fuih..","yes"
"USER USER setan itu semoga mencret 3 minggu berturut2, terus terlindas truk suhu","yes"
"USER Namanya juga KACUNG ASENG","yes"
"Alangkah lucunya wagubku USER USER MeikartaGate URL","yes"
"USER USER USER USER USER USER USER USER USER USER USER Rezim paling bejat ya Rezimnya USER, negara ancur kebanyakan import, Rp nyungsep dibilang dollar yg menguat Harga sawit ancur","yes"
"USER USER Yg dungu itu lio evakuasi korban gak becus nyalahin orang lain logikanya cebong... goblok kok bangga?","yes"
"USER Para bani kampretzz otak micin byk bertanya om bud.. knapa pemerintah mesti keluar duit untuk freeport, kan dah mau habis kontrak-nya..? Mungkin om bud bisa membantu..?","yes"
"Anda memang tidak seperti diktator USER Yg mengatakan Anda diktator dan otoriter itu pasti terkena Rabun Ayam","yes"
"Ajak semua Muslim cari tahu siapa Muhammad sebenarnya, jangan sampai dia enak2 cocok2 penis bangsa ini jadi susah","yes"
"RT USER USER PARTAI PKI INDONESIA PERTAMA SIAPAKAH NAMANYA.AJARAN INI DATANG DARI CINA RUSIA.PKI PENGKHIANAT PANCASILA","yes"
"Aung San Suu Kyi adalah Teroris Budha USER URL","yes"
"USER Tenang ntar lagi dukhan, muslim sehat2 saja hanya kena flu sedikit, kafir &amp munafik keluar nanah dari telinga &amp tubuhnya bengkak 40 hari kemudian modar !!!","yes"
"Ucril halang2 i Pembubaran HTI! Mau lengserkan Jokowi USER USER USER USER USER","yes"
"mampus lo jawabannya salah semua.","yes"
"USER USER Cocot rusak","yes"
"USER Asli bego gak kelar2 nih partai. Kualitas kayak gini disebut partai Allah. Ckckck.. Begonya lagi bani micin masih setia aja mendukung bosnya jadi capres. Dumbception..","yes"
"USER Maling teriak maling, Kafir teriak kafir, biaSanya orang2 kayak gtu waktu lahirnya cmpur TAI...!","yes"
"USER USER USER USER USER USER USER Hiburan malam minggu . Manusia goblok permanen mau disadarkan dsh gak bisa . Lagi bayi otaknya kerendam air ketuban . Apa gara minum kencing habib/ onta?   \x","yes"
"USER USER USER cacat bgt ican goblok","yes"
"USER Mungkin masih banyak masyarakat tionghoa yg lebih pancasialis dr pada wong jowo cm nggak terekpos aja, contoh nyata pak kwik ekonom dan ustadz felix siauw     ","yes"
"info di kompasiana, prabowo keturunan Yahudi benar ga ya? URL URL","yes"
"Jadi Orang Minang Tidak Salah pilih, walaupun Kalah tapi tidak Ikut memenangkan Rezim penyengsara rakyat dan berpihak pada Komunis.","yes"
"USER USER Kasih pantun  ? ? -Permata dipoles menjadi batu yang indah... -Burung srigunting memelas hati pak Raden...  -Gerindra-PKS sekutu menuju segajah... -Yang penting #2019GantiPresiden .","yes"
"USER Cupuuu culun","yes"
"USER Semenjak di bego2in ama ustadz felix,ni orang bukannya makin baik... tp tolol nya makin menjadi... mungkin kebanyakan ngejilat tokai","yes"
"USER USER Emang dia mah gitu, sudah terkutuk bry","yes"
"Agar Muslim moderat tak jadi sasaran tembak, Buang Islam USER MUI: kalau baru terduga sudah ditembak, tak setuju","yes"
"USER Perusahaan transportasi online paling biadap yg tidak mengikuti UU no 22 th 2009dan menolak permen nomor 108th2017 perusahaan komunis yg didanai komunis cina","yes"
"Jgn pro asing gitu dong pak jok URL","yes"
"Anda hebat bicara cinta masih pegang Quran sbagai pegangan hidup, Quran tak bicara cinta tapi perang, bunuh, penggal","yes"
"gmw liat dm dr lu ah! udh tau gua nanya tentang apa, bolot     USER","yes"
"Mampuuss ! Di tembak dalem banget silvyy .. lo urusin tuh dapurr ! Gak punya program demennya nyerang terus !!! #gue2 #DebatFinalPilkadaJKT","yes"
"USER Pokonya kita bales tu partai silit item","yes"
"USER Rezim ini emang keliatan anti islam","yes"
"RT USER: Prestasi Ahok,  Selain mjadi mafia koruptor n penista agama, dirinya bhasil tenggelamkan JKT MELALUI congoran CEBON","yes"
"Siap-siap antek asing aseng komunis kapitalis liberalis atheis wahyudi","yes"
"USER USER Dia mau nemenin ahok , biar bisa puasin ahok si USER Kan Maho                 ","yes"
"Admin tolol di partai tolol Partai Tolol untuk orang Tolol","yes"
"USER Banci kampungan HEEEE!!!","yes"
"USER Trus yang ngaku ustad sering bilang JANCUK MATAMU PICEK. apa gak di bilangin ?","yes"
"USER USER Lu tanya bank dunia Otak onta sih lu Dongok malas bego tolol ya itu onta","yes"
"USER Membenci yg membitah-kan ego, apakah tendensius ego yg alergi ke-arab2an juga tercover dalam kafir mbah? Lalu siapakah yg tertawa,,","yes"
"USER USER USER USER USER Kita liatin aja cacing sarden sma cebong lgi nyari dukungan ke ulama.","yes"
"RT USER USER Ternyta bnyak yg sangkut paut ya teriak cina ternyta keturunan cina teriak pki ternyata pemberontak jg","yes"
"Ahok keok Taipan ngancam akan lengserkan USER bila reklamasi gagal. Nih negara diatur oleh jongos dan Meneernya! Hadeuuuh sontoloyo","yes"
"USER USER USER Huahahaha dengan tidak langsung mengakui yah beliau memang pinokio. Masih mau milih dia jadi presiden ??? ??? kalau iya berarti anda cebong dungu","yes"
"tai lu semua yg bikin meme kayak gitu. lo tau gak rasanya exhausted kayak gitu karena kecapean? iya gua pernah rasain kayak orang mau mati. Bego dipelihara sampah","yes"
"RT USER: USER Burma dan Budha memang teroris sebenarnya","yes"
"RT USER USER oh..berarti USER sebaiknya mundur saja.. kan boneka itu.","yes"
"ORANG INDONESIA BEGO.....","yes"
"USER Cacat sia USER","yes"
"RT USER: SBY itu Grand Master Politik ga ada yg sanggup samain beliau. Jokowi ga ada apa-apanya. Ga pantes jadi presiden URL","yes"
"Lengkap di kubu Anies-Sandi semua ada mulai dari tukang cabul","yes"
"USER Waduh gembel warnet..lu demen amat ngikutin gua ? Ehh..lu posting2 kayak gambar diatas emang lu udah berani ngadepin Polisi ??? USER USER Tolong nih bapak2 karena udah masuk pasal penghinaan terhadap Presiden...","yes"
"USER USER USER RMOL itu apa? gw juga bisa bikin berita indonesia menang piala dunia, kasih link yg kredibel,, alah pecundang culun yg nampilin identitas aslinya aja gk berani kok banyak bacot nyet      hp gw buatan korea cuy ngahahaha","yes"
"USER USER USER Selamat datang bani kampret","yes"
"USER USER USER USER mgkin kalo tembus smp 15000 akn ada menteri keuangan indonesia yg dapet pghargaan sbg mntri terbaik sebumi plato &amp mars.  #2019GantiPresiden","yes"
"USER USER USER fuck teroris budha myanmar.","yes"
"Ketika USER memberikan pujian kepada USER dan team USER yg super militan!   Inilah yg membuat gerakan #2019GantiPresiden akan dihadang dg berbagai cara.  Inshaa Allah kita tetap yakin #2019PrabowoAnisMatta Solusi tepat buat negeri","yes"
"USER USER NEXT! ambil alih raisa dr tangan asing. tmbh byk lg bani kampret yg kelojotan. huekekekek..!!","yes"
"DIEM ANJENG DANIEL EDAN YA","yes"
"USER USER Bukannya malu kok malah ketawa. Dasar idiot","yes"
"Makin terbukti ucapan Ahok dulu  Jokowi tidak bisa jadi presiden tanpa dukungan pengembang.  Gak cuma adonan Politic_ID Politic_ID","yes"
"USER USER Kepentingan nasional? Ngomong sama ember sono!! Ngomong gak punya data. Cm modal congor ama ludah. Nenek2 bunting juga bisa","yes"
"USER USER USER USER Kecoa kalo ud bloon ya kaya gitu kebanyakan ngerem di septictank,asal bacot doank congornya si joko","yes"
"RT USER USER dulu berharap coblos Jokowi Jk biasa ada perubahan Ahmadiyah bebas beraktifitas dan ibadah. Ternyata...","yes"
"USER USER Mestinya nanti Fahri hamzah di kasih pekerjaan jadi pembawa tas presiden pasti cocok.. Iyakan USER....??","yes"
"USER Ini salahnya Kafir Nenggolan di ajak nonton film Kafir, terus di panggil jd Bang dan Lai , keok Belgium","yes"
"hestek tandingan dr #PersibTakutMainDiJakarta nggak nyambung dg fakta yg beredar . #VikingAnjing #PerSSIb #persLIB #LigaIndonesiaBandung #BotolKosong nyaring bunyinya macam congor mereka                \x","yes"
"USER USER Telat lu kunyuk","yes"
"USER USER Bwahahahhahha.....antek asing...lo pikir lo bisa kaya dengan memisahkan diri dr Indonesia....jd antek pengeruk bumi iya...lo mah palibg dianggap jongos Dasar mental penjilat lo pada!","yes"
"USER Najis sok banget jutek iyuuuh. Gua mau nyanyk aja..","yes"
"USER USER USER He..hee negeri ini butuh orang2 yg jujur dlm bekerja spt Rezim skrg ini. Bukan para pengikut kamu Bani Cabul &amp kampret yg hanya bisa menghembuskan fitnah, hoax, provokasi &amp kebencian     ","yes"
"USER Betul bang,... Nanti kumpulan manusia songong itu mengklaim merasa paling pintar dan hebat buat Jakarta... Gerombolan Kampretttt nasi bungkus dan kencing onta....            ","yes"
"USER USER USER Congor nya Dedemit.","yes"
"USER Cocok itu prabowo ke Myanmar naik kuda.","yes"
"Lihat noh tampang lu, tampang banci, LGBT! URL","yes"
"USER Dia jjkp. Jomblo jablay kebelet pacaran.","yes"
"RT USER: Ustadz PKS Yudi Widiana nilep duit pk bahasa agama Juz &amp Liqo Felix Kwetiauw &amp alumni 212 pd mingkem &amp pura2 budek..giliran Bu   ","yes"
"Allah SWT yg Anda sembah 5x sehari tak akan memelukmu Pak Lukman, paling dekat dia membiarkanmu bersimpuh di kakinya","yes"
"USER Jancuk! Pingin gue tabok itu anak","yes"
"USER USER USER Yg rakyat sangat perlukan mundur adalah jokowi","yes"
"Direktur Riset Median, Sudarto mengatakan, meski Jokowi masih menduduki posisi teratas, ? NAMUN MAYORITAS WARGA TAK INGIN DIA MEMIMPIN INDONESIA KEMBALI ?  Pinjem TOA donkz ?  #2019GantiPresiden MUTLAK !!!! ","yes"
"USER Eh banci. Teriak kofar kafir!! Lo aja masih suka coli muncrat kemana mana teriak itu mulu, berisik cong!! Dasar mulut banci yahhhh","yes"
"METRO TV sedang sibuk acara belain JOKOWI TIDAK OTORITER...faktanya RAKYAT YG MERASAKAN.. kebijakan yg main gunakan PERPPU semaunya saja..","yes"
"RT USER: DONATUR 212 JADI KORBAN?  (iya sih dia jadi korban)  TETAPI korban dari KEBIADABANNYA menipu 86.720 orang yang mau umroh. C   ","yes"
"PakDhe USER Berani Tidak Untuk Test DNA..?Agar Kami2 Yg Anti Pemerintah Percaya Klo PakDhe Bukan Keturunan Komunis..","yes"
"Pemerintah jangan memihak Bastian. Akan kita lengserkan Jokowi jika tidak ikut dan menghalang-halangi AksiBelaIslan","yes"
"Nk marah2 tk payah buat grab la woi, g duduk diam2 dalam rumah  Stupid idiot punya org, sbb bodoh dia tahap tk blh bwk bincang dh","yes"
"RT USER iya jg dukung yg dukung penista agama ahok seperti partai golkar nasdem hanura ppp pkb pdip","yes"
"USER USER USER Ucapan yang gak penting untuk di dengar... Bikin indonesia gak maju...","yes"
"Jadi subeyers aselik ga enak banget ya.. Ada prestasi rezim sekarang, subeye dienyek, 10 taon ngapain aja? Ada kekurangan, subeye juga jadi sasaran, sisaan rezimnya. Makanya, jadi pejabat tuh punya prestasi, biar ga dienyek mulu?     ","yes"
"USER USER Ju goblok bat kesel....","yes"
"Kami lebih resah anda jd presiden!!!! hidup anda penuh drama dan pencitraan, main FTV aja joko judulnya URL","yes"
"ahok telah jadi korban rezim ini. Turunkan Jokowi","yes"
"apapun motif konflik rohingya yg pasti umat muslim di zalimi. titik. RedbonsSaveRohingya","yes"
"USER Mentang2 berkuasa semua mau diambil, bahkan juga kewenangan judisial,  sarap ...","yes"
"2. Dia sudah berulang-kali dilaporkan masyarakat terkait Ujaran Kebencian &amp Fitnah serta Penodaan Agama &amp Ulama, tp prosesnya di Polisi super lambat, tak sesigap saat polisi menangkap Aktivis 212 spt Ust Alfian &amp Bang Jonru Ginting.","yes"
"Bilang sayang duluan lu juga yang ninggalin gua duluan kntl","yes"
"ia betul itu...sudah lah jokowi mundur aja demi NKRI jgn ngotot karana kelompok mu URL","yes"
"USER Ketahuan kan kalo bima+ apk idiot.      URL","yes"
"RT USER Masih mau memilih Agus-Sylvi??? Anaknya SBY dan Keluarga Koruptor  BlusukanAhok  BerjamaahCoblosPecinya 26","yes"
"USER kenapa ulama tidak bereaksi terhadap USER &gt ini lebih gila menghina Islam. Apakah cuma senilai dunia agama kalian.","yes"
"USER Wajarlah cebong tambah gila akibat bela si kodok yg buat indonesia ancur lebur","yes"
"When tumblr, tiktok, telegram are blocked by the government.  Yang salah orangnya, yang di blokir aplikasinya. Menkominfo goblok!.  When  Zionist ills one Palestinian.  Dasar Yahudi $&amp*+#$! Boikot Israel, jangan beli produk kafir!. \","yes"
"USER Mentri sontoloyo, profesor sontoloyo, fans sontoloyo, ayo siapa lagi mau jadi sontoloyer .. !?!?","yes"
"USER apaandah lu goblog","yes"
"USER USER Ada Cebong dungu marah marah. Biasa ajaran nabi nya. Rendah hati dgn agama dgn umat paulus dan rajin ngaji kitab kuning.","yes"
"Lengserkan tito.... Dah g beres kapolri masak buat sprti itu, semua yg berlawanan dgn ahok dan dek jokowi dikriminalisasi","yes"
"USER ITULAH si ahok kutil babi","yes"
"USER IH BANGSAD","yes"
"USER bani koplak mana nich kok gak dukung siwanbango bego","yes"
"USER punuk onta gaada yg sombong. sotau amat nih","yes"
"USER jangan sok polos, itu genitnya kaya banci","yes"
"USER USER USER USER USER USER Lawan bicara gw gak intelek kyk loe, yg otak gak punya. Ttg kencing onta, gw mengakui hadis nabi dan itu sahih. Kafir kyk loe pasti menolak, makanya loe ahlunnar.","yes"
"RT USER USER Mending bubarkan aja USER dan bikin lembaga anti korupsi baru dgn paradigma baru yg benar-benar independen","yes"
"USER USER USER Duh sableng itu sarkasme buat kalian bani onta. Yg udah di brainwash. Pake fasilitas fi kasih pemerintah masih nyinyit, di kasih kemudahaan masih nyinyir, mau ganti presiden tapi capresnya bgtu. Ga ada yg lain??","yes"
"Mana neh yang nyerang gw semalem, malah ended up ngeblok????? Cupu. Dia yang mulai, dia yang kicep. Ew.","yes"
"USER USER Hutang untuk pembagunan merata bukan untuk dikorupsi ... Cebong mana ngerti begituan ya mpret...","yes"
"RT USER Emang USER kurang melek mata hatinya? seriusnyinyir","yes"
"USER SI PEREK RT RT LAGI:)","yes"
"USER USER Kluarga lo kali yg bahlul... anjing yahudi israel lo ya trnyata!!!  Akhir2 ini mulai pda berani kek na anjing2 na yahudi muncul terang2an d indonesia!!! Bangsaatt...","yes"
"USER Ini poltak bener2 manusia berwatak babi, jaman USER gencar bela sampai cocotnx itu monyong klo ngomong, skr USER di sanjung2 bak dewa. Skr sy tanya sm kau poltak babi, saat BBM naik tanpa penjelasan bahan pokok naik, TKI di pancung, kemana cocotmu","yes"
"USER Mampus lo diserang nanti.","yes"
"Cocokk...  #2019GantiPresiden","yes"
"USER persib kunyuk selalu...            ","yes"
"Ganyang pki!! Waspada bahaya latennya!!","yes"
"Pak USER mentri yg tak capai target, ganti. aku presiden yg tak tepati janji . lengserkan","yes"
"USER Penampilan serasa paling suci sedunia. Tp kelakuan kyk setan. Ga punya empati ama keluarga korban bom kmrn","yes"
"USER USER Cina babi komunis anti agama terutama Islam yg bikin ribut di Indonesia.","yes"
"RT USER: Tapi kadang ade member yang babi main sedap tekak setiap hari nak dibelanje                  URL","yes"
"di ILC, USER ngaku Islam, sok debat pak USER tapi dia dari partai yg dukung penista agama. Nurani anda dimana ? #2019GantiPresiden USER USER USER USER USER USER USER USER","yes"
"Ditangkap krn narkoba kaget. Kl ditangkp krn ada hub dgn Saracen kaget gak? Anies sandi","yes"
"AHOK KAFIR BUKAN HANYA MALING TAPI JUGA GARONG, LAHAN LAUT MILIK NELAYAN DIRAMPOK & DIRAMPAS UNTUK REKLAMASI YG MENGUNTUNGKAN CINA2 KAFIR..","yes"
"USER USER USER USER Lo punya quota ga,lo serching ya nyet brp nyawa yg melayang oleh rezim orba. Jangan kuota lo pk buat search bokep aj,biar otak lo ga kebalik kek kampret,bny baca,buka wawasan","yes"
"RT USER USER Yg ada, cacimaki penista agama tapi ternyata ketauan poligami ngumpet2. Apa mau digituin? Saya sih ogah.","yes"
"USER Namanya jg agama munafik...","yes"
"Kenapa sih temen gue harus lo rebut? Babi emang!!!","yes"
"USER Kok bs gitu sih asu bgt paypal :(","yes"
"Bubarkan KPK kalau hanya kasus ecek-ecek yang di urus","yes"
"USER USER USER USER USER USER USER Berarti gk sala cebong pintar2.. Na klo si KAMPREET gimna.. Dari dulu gk maju2cuma otak udang di pake gede badan doank.. wajarla klo petinggi2 kampret pinda haluan","yes"
"RT USER USER Sebetulnya USER itu hebat hanya curut sebelahnya Machiaveli","yes"
"Rakyat Jawa Barat cerdas! InshaaAllah tdk dukung USER calon dr partai-partai yg bela ahok penista agama URL","yes"
"USER Isu Rohingya memang perlu digoreng utk agar Presiden Jokowi tampil layaknya seorang pemimpin bangsa besar","yes"
"KAMU DASAR BAJINGAN...GAK BISA DIPERCAYA OMONGANNYA...","yes"
"USER USER Huehue si mahfud md udah ngikutin Geng si wowok dan oposisi tolol","yes"
"Si Om Bule agak geblek ya malem2 begini sepedaan.. Hmm","yes"
"Apa hasilnya SBY berkuasa selama 10 tahun? Proyek pada mangkrak dan korupsi besar-besaran. URL","yes"
"USER Ngga ah yg punyanya kampret bukan cebong..","yes"
"USER Cebong pemuja ahok pada meratap di thread ini             ","yes"
"ada bahan baru buat dibahas buat 5 tahun kedepan...bukan showtime doang bukan acara yg ada 3 makhluk kampret dan yg dihebohin fans duabelas sinting...","yes"
"Ngadain diskusi dibilang mau bangkitin PKI ngebelain yg dipki-kan paksa dituduh antek komunis.","yes"
"Oh shit! gua yg kemaren lu bilang apatis ujungnya yg nyelesein semua. Makan tuh bacot lu!","yes"
"RT USER: USER Terus PM malaysia itu nyindir jokowi lalu diartikan nyerang jokowi? Hehehe","yes"
"BRENGSEK BANGET SIH PUNYA MEMBER URL","yes"
"Prabowo Subianto calon presiden Abadi Gagal maju URL","yes"
"Si anak kampang muncul di twitter USER","yes"
"USER USER Mencari pembenaran dengan membuka hal2 yg sudah lewat dimasa lalu. Pemain yg salah kok di bela, idiot","yes"
"USER USER USER USER Emang kebanyakan bangsa cebong goblok saya setuju","yes"
"USER USER Emosi gua sama loey hyung anjir gua dah mikir keras maksud eventnya apa sampe tepelongo bego malah diakhir dia cuma bilang ini semua cuma mimpi anjir emosi pangeran     ","yes"
"RT USER Kebijakan om jokowi yg diktator bukan wajah lugu nya om.","yes"
"MS Kaban : Tanah Jakarta sekarang sudah 87 persen dikuasai Cina","yes"
"USER Tai bet lu, Dit","yes"
"ayo lengserkan si joko","yes"
"USER USER USER kafir haram jadi pemimpin nyet","yes"
"Wow terciduk satu persatu tim sukses anies sandi ada yg jualan fitnah","yes"
"USER USER Kalo sekedar foto doang mah anak idiot kek lu gitu bisa         ","yes"
"USER USER USER USER USER USER USER Minta tolong sama USER buat blejetin ni pilot sontoloyo. Buat USER tlg kami minta klarifikasinya.","yes"
"USER partai sontoloyo, tidak pernah menghargai orang lain","yes"
"USER USER USER Lain kali ga usah undang si Adian jd narsum lah ... kampungan,","yes"
"Lu yg goblok, lu nnton gak acara ny semalam? Gak ad beliau mengatakan islam fiksi, mana ad bukti video ny? Lu islam atau kafir ? kalau islam kebangetan lu fitnah sesama muslim kalau kafir gue gak heran","yes"
"Saking mundurnya, orang kaya kojowi aja bisa jadi presiden. Bener2 kemunduran yg nyata. Betapa masih banyak org bodoh d negeri ini","yes"
"HUKUM di INDONESIA SUDAH MATI","yes"
"USER Babi kaulahhh maju lu sini anjinggg!!","yes"
"MEWASPADAI CINA KOMUNIS YANG ADA DI INDONESIA!","yes"
"USER USER USER Topiknya anies sandi dn saracen. Bkn Adam dn Yesus. Anda sok tau agama ? 150 follower ternak dl biar seru","yes"
"USER Dan siapapun yg pro pemerintah lngsg dicap kafir,komunis dan pro asing.....  Melek matanya rie....!!!!","yes"
"kata USER rezim ini anti islam.. bolehkah kita berpendapat fadli zon anti NKRI krn mencoba membenturkan umat islam dgn negara &amp aparat?","yes"
"USER Bajingan ya...blok aje","yes"
"USER Dia idup di sini pake duit transferan full dari Indonesia apa ya/semacamnya? Ga yakin dia idup macam TKI kek aku :)))))","yes"
"USER Malaysia butuh tenaga jongos dari Indonesia. Dan Indonesia tdk mampu memberi pekerjaan utk rakyatnya. Sekarang malah lapangan kerja rakyat diberikan utk Rakyat China. Otak lu dimana hoi pejabat asal bacot aja congor lu.","yes"
"USER USER USER Katolik Nusantara!! AHAHAHAHHAHA Pandai sekali ya pemecah belah agama kita ini. .","yes"
"Alquran hanya kitab sampah beraroma darah & air mani Bung Tifatul","yes"
"Muhammad Fahmi kok di friend list antum ada orang goblok &amp fanatik buta? Tydack barokah ya akhi, klo ana nemu orang kayak gitu auto removed     ","yes"
"Lengkap sudah julukan untuk KPK. Mulai dari antek Yahudi sampai Komunis. Hahaha.. Bubarkan Semen Padang FC!!","yes"
"USER Anda hebat bs mengukur kadar keimanan seseorang. Tp kadarmu tak kau lihat.. Apakah anda tergolong orang yg dah picek mata hatinya","yes"
"Bani taplak kotak-kotak menang...ini pasti konspirasi wahyudi remason!!!","yes"
"USER USER wes lemu, ireng, kafir sisan  asu","yes"
"USER Elu,omong apa culun??","yes"
"4 partai yg walkout adlh partai besar semua. Banteng nyungsep. Kunci ditangan Rakyat.Jgn nunggu smp2019 langsung lengserkan Jokowi. REVOLUSI","yes"
"Itulah salah satu propaganda kaum komunis gaya baru, jadi sudah jelas jokowi bagian dari gerombolan tsb. LENGSERKAN JOKOWI","yes"
"RT USER: Masih mau memilih Agus-Sylvi??? Anaknya SBY dan Keluarga Koruptor #BlusukanAhok #BerjamaahCoblosPecinya 26","yes"
"Kata mama orang sombong itu temenya SETAN jadi jangan salahin gue, kalo gue gak mau temenan sama orang sombong kek lo!!","yes"
"dulu guru ngaji sering bilang Kalian jangan main sepak bola karena sepak bola itu olah raganya pki sdh dikatain antek komunis sejak kecil","yes"
"Apapun Isunya Jokowi Sasarannya! URL","yes"
"USER USER Bapaknya Prabowo itu sebagai penggagas supaya Indonesia BERHUTANG..... iya soemitro","yes"
"BIADAB! Pekerja Asal Cina Membuang Bendera Indonesia ke Tanah Aseng Saya Asing Tiongkok URL","yes"
"0 Lo = bejat, bangsat, brengsek","yes"
"Ulang lagi Reformasi 98 jilid 2 USER Turunkan Jokowi","yes"
"Anda percaya Muhammad Nabi atau tidak, tuliskan argumentasi Anda ke Pak USER agar tak ada keraguan lagi","yes"
"Jimin: *ngasih link* dasar maho. JIN: SUEEEEE LO NGESHARE APAAAN LO KATA GUE MAU SAMA DIA IDIH OGAAAAH RM: GUE MASIH DOYAN CEWEK BURUAN APUSSSSSSSSSSSSSS","yes"
"Wah keren bang ulasanya.. Mantap.. Lanjjutkan perjuanganmu membela rakyat lemah nan kecil.. Lengserkan jokowi","yes"
"nampaknya sudah satu paket penyokong cina babi pasti juga sokong LGBT","yes"
"USER USER Cebong tidak akan pernah senang lihat kejayaan pk anis mereka akan ttp sirik. Yg parahnya klu junjungan dipuji habis habisan meskipun melakukan hal buruk.","yes"
"Apa media ini antek komunis? waspadaPKI URL","yes"
"Kampungan ya pendukung AHY https: t.co ezpOYLsY","yes"
"kekuasaan menampakan wujud asli tuannya... Jokowi diktator","yes"
"Pengendalian diri. Namun sudah muak, orang lain terlalu menyepelekan. Aku takut dan cukup lelah. Egoism. Membuatku ingin menjadi sepenuhnya si jahat. Bajingan.","yes"
"Ayo gelorakan #2019GantiPresiden, insya Allah kesejahteraan merata. Komunis lenyap.","yes"
"USER hah, dasar cina. makanya perhitungan.","yes"
"USER Kecebong kemana ya... Presiden dihina dan diancam... diem aja...   Atau mereka bermental kacung semua...","yes"
"x : Yg dimaksud RG bukan Al Quran y : yakin? emang Al Quran bukan kitab suci? x : yakinlah, dia ga maksud gitu y : ahok juga ga bermaksud menista agama lho x : WOY GA BISA LAH, BOHONG DIA, DASAR KAPIR...","yes"
"USER USER Aparat yg keparat","yes"
"RT USER prabowo cemeeh usaha pemerintah masalah rohingya sementara dunia internasional memuji. Keliatan bhw ucapan prabowo pencitraan","yes"
"44. Dengan cara itu gerombolan USER USER dan Rizieq FPI terus bisa memainkan isu Pemerintah Jokowi pro PKI. USER.","yes"
"Jangan serahkan nasib Bangsa ini kepada orang-orang yg mengabdi (meng-kacungkan diri) ke cukong-cukong aseng pengkhianat NKRI yg jadi pemodal dana kampanye mereka.  #2019GantiPresiden","yes"
"USER USER USER Yg mulai duluan siapa ya? Gue bales lo sakit jiwa?? Ettt dah jd laki kok banci, URL","yes"
"USER Khan yg ngajarin si garong kafir","yes"
"USER USER USER USER USER Kmrn galak2 klo ngomong. Skrg sibuk klarifikasi. Dasar bajingan","yes"
"USER USER Woo kapir kapir, terus kalo gua nyebut kapir itu menghina ya? Hahahah saking kerdilnya otak lo. Lo ada ngatain islam ini itu, gua gak ada ngatain agama lain spesifik. Dasar kaum intoleran sara lo, munafik, kapir, goblok. Ganti aja to","yes"
"USER USER Coba kalian perhatikan dipersidangan teroris ada nggak alquran menjadi BB nggak pernah ada selama ini dasar zonk sontoloyo","yes"
"Doi tuh native speaker ya.  Mother language-nya english.  Komen dijaga dong bangsad","yes"
"Subhanallah, Apalagi kalau ahok sampai divonis tidak bersalah, Naudzubillahmindzalik. Tanda wajib lengserkan jokowi","yes"
"sumpah subjek ni byk gila babi","yes"
"USER USER Soalnya kurikulum tentang kecintaan indonesia dihapuskan diganti dgn kurikulum kecintaan cina","yes"
"USER USER USER USER USER USER Ngoaaahahaaa saking kejang kejang nya si bani kuda wowok bin onta, sampai ga baca tulisan gue ..... ibu kau msh selingkuh dgn kuda wowok tuh.... ngoaaahahaaaa        \xa","yes"
"Detik detik Presiden Indonesia, eh Gubernur Indonesia ? pak USER bertemu dengan Presiden Turki USER   Tanpa teks, tanpa bingung lgsg nyrocos ngomong nampak sangat Akrab sekali. Beda dengan si itu... Ah sudahlah gak usah dibahas mmg kelia","yes"
"USER USER USER USER USER USER USER Cebong dongo model ente yang punya IQ 200 dan kebanyakan berendem dikolam butek mana tahu soal masalah ibadah ?? Wong sudah jelas syetan itu satu2 mahluk pembangkang ciptaan tuhan dan sif","yes"
"USER Kalau dpkir walaupun kita tdk stuju islam nusantaratp scr gak langsung nama islam kena kena juga imbasnya              Brengsek tuh Antek Zionis yg nyelip diormas !!","yes"
"USER Awas ya kalo gue udah jadi istrinya yg punya Ciputra Group, jangan panjat ke gue lo kampang","yes"
"Berakhirnya masa jabatan Djarot menandai berakhirnya pemerintahan DKI yang bersih transparan profesional. siap-siap... Dibohongin anies sandi URL","yes"
"RT USER: USER Diajak dialog menolak.. ada apa? Wajar bila rakyat menuduh kalian antek komunis","yes"
"USER USER Banyak yg kapir tuh lae menterinya mahatir... gak kebayang kalau disini byk kapir asing aseng yg jd menteri, bakal kena demo berjilid2 gak ya?","yes"
"USER Bolot siapa ? Anda ? Wah memang","yes"
"Mulutmu bau tai babi,pembela orba ARAB PRIBUMI SPT USER MEMALUKAN!HIH BNYK BACOT DICULIK LOE SM PRESIDEN BUBAR2030! URL","yes"
"Ga apa sih Ahok prnh diblng penista agama tp ga kek politikus koruptor dipanggil urusan hukum ngeles pake sakit hati-hati ntar keterusan mati.","yes"
